,WELL,DEPTH_MD,FORCE_2020_LITHOFACIES_LITHOLOGY,prediction,correct
22792,16/7-6,1117.9263999000002,2,2,1
22793,16/7-6,1118.0783999000002,2,2,1
22794,16/7-6,1118.2303999,2,2,1
22795,16/7-6,1118.3823999,2,2,1
22796,16/7-6,1118.5343999000002,2,2,1
22797,16/7-6,1118.6863999000002,2,2,1
22798,16/7-6,1118.8383999000002,2,2,1
22799,16/7-6,1118.9903999,2,2,1
22800,16/7-6,1119.1423999,2,2,1
22801,16/7-6,1119.2943999000001,2,2,1
22802,16/7-6,1119.4463999000002,2,2,1
22803,16/7-6,1119.5983999000002,2,2,1
22804,16/7-6,1119.7503999000003,2,2,1
22805,16/7-6,1119.9023999,2,2,1
22806,16/7-6,1120.0543999000001,2,2,1
22807,16/7-6,1120.2063999000002,2,2,1
22808,16/7-6,1120.3583999000002,2,2,1
22809,16/7-6,1120.5103999000003,2,2,1
22810,16/7-6,1120.6623999,2,2,1
22811,16/7-6,1120.8143999000001,2,2,1
22812,16/7-6,1120.9663999000002,2,2,1
22813,16/7-6,1121.1183999000002,2,2,1
22814,16/7-6,1121.2703999000003,2,2,1
22815,16/7-6,1121.4223999,2,2,1
22816,16/7-6,1121.5743999000001,2,2,1
22817,16/7-6,1121.7263999000002,2,2,1
22818,16/7-6,1121.8783999000002,2,2,1
22819,16/7-6,1122.0303999000002,2,2,1
22820,16/7-6,1122.1823999,2,2,1
22821,16/7-6,1122.3343999,2,2,1
22822,16/7-6,1122.4863999000002,2,2,1
22823,16/7-6,1122.6383999000002,2,2,1
22824,16/7-6,1122.7903999000002,2,2,1
22825,16/7-6,1122.9423999000003,2,2,1
22826,16/7-6,1123.0943999,2,2,1
22827,16/7-6,1123.2463999000001,2,2,1
22828,16/7-6,1123.3983999000002,2,2,1
22829,16/7-6,1123.5503999000002,2,2,1
22830,16/7-6,1123.7023999000003,2,2,1
22831,16/7-6,1123.8543999,2,2,1
22832,16/7-6,1124.0063999000001,2,2,1
22833,16/7-6,1124.1583999000002,2,2,1
22834,16/7-6,1124.3103999000002,2,2,1
22835,16/7-6,1124.4623999000003,2,2,1
22836,16/7-6,1124.6143999,2,2,1
22837,16/7-6,1124.7663999000001,2,2,1
22838,16/7-6,1124.9183999000002,2,2,1
22839,16/7-6,1125.0703999000002,2,2,1
22840,16/7-6,1125.2223999000003,2,2,1
22841,16/7-6,1125.3743999,0,2,0
22842,16/7-6,1125.5263999000001,0,2,0
22843,16/7-6,1125.6783999000002,0,2,0
22844,16/7-6,1125.8303999000002,0,2,0
22845,16/7-6,1125.9823999000002,2,2,1
22846,16/7-6,1126.1343999,2,2,1
22847,16/7-6,1126.2863999,2,2,1
22848,16/7-6,1126.4383999000001,2,2,1
22849,16/7-6,1126.5903999000002,2,2,1
22850,16/7-6,1126.7423999000002,2,2,1
22851,16/7-6,1126.8943999000003,2,2,1
22852,16/7-6,1127.0463999,2,2,1
22853,16/7-6,1127.1983999000001,2,2,1
22854,16/7-6,1127.3503999000002,2,2,1
22855,16/7-6,1127.5023999000002,2,2,1
22856,16/7-6,1127.6543999000003,2,2,1
22857,16/7-6,1127.8063999,2,2,1
22858,16/7-6,1127.9583999000001,2,2,1
22859,16/7-6,1128.1103999000002,2,2,1
22860,16/7-6,1128.2623999000002,2,2,1
22861,16/7-6,1128.4143999000003,2,2,1
22862,16/7-6,1128.5663999,2,2,1
22863,16/7-6,1128.7183999000001,2,2,1
22864,16/7-6,1128.8703999000002,2,2,1
22865,16/7-6,1129.0223999000002,2,2,1
22866,16/7-6,1129.1743999000003,2,2,1
22867,16/7-6,1129.3263999,2,2,1
22868,16/7-6,1129.4783999,2,2,1
22869,16/7-6,1129.6303999000002,2,2,1
22870,16/7-6,1129.7823999000002,2,2,1
22871,16/7-6,1129.9343999000002,2,2,1
22872,16/7-6,1130.0863999,2,2,1
22873,16/7-6,1130.2383999,2,2,1
22874,16/7-6,1130.3903999000001,2,2,1
22875,16/7-6,1130.5423999000002,2,2,1
22876,16/7-6,1130.6943999000002,2,2,1
22877,16/7-6,1130.8463999000003,2,2,1
22878,16/7-6,1130.9983999,2,2,1
22879,16/7-6,1131.1503999000001,2,2,1
22880,16/7-6,1131.3023999000002,2,2,1
22881,16/7-6,1131.4543999000002,2,2,1
22882,16/7-6,1131.6063999000003,2,2,1
22883,16/7-6,1131.7583999,2,2,1
22884,16/7-6,1131.9103999000001,2,2,1
22885,16/7-6,1132.0623999000002,2,2,1
22886,16/7-6,1132.2143999000002,2,2,1
22887,16/7-6,1132.3663999000003,2,2,1
22888,16/7-6,1132.5183999,2,2,1
22889,16/7-6,1132.6703999000001,2,2,1
22890,16/7-6,1132.8223999000002,2,2,1
22891,16/7-6,1132.9743999000002,2,2,1
22892,16/7-6,1133.1263999000003,2,2,1
22893,16/7-6,1133.2783999,2,2,1
22894,16/7-6,1133.4303999,2,2,1
22895,16/7-6,1133.5823999000002,2,2,1
22896,16/7-6,1133.7343999000002,2,2,1
22897,16/7-6,1133.8863999000002,2,2,1
22898,16/7-6,1134.0383999,2,2,1
22899,16/7-6,1134.1903999,2,2,1
22900,16/7-6,1134.3423999000001,2,2,1
22901,16/7-6,1134.4943999000002,2,2,1
22902,16/7-6,1134.6463999000002,2,2,1
22903,16/7-6,1134.7983999000003,2,2,1
22904,16/7-6,1134.9503999,2,2,1
22905,16/7-6,1135.1023999000001,2,2,1
22906,16/7-6,1135.2543999000002,2,2,1
22907,16/7-6,1135.4063999000002,2,2,1
22908,16/7-6,1135.5583999000003,2,2,1
22909,16/7-6,1135.7103999,2,2,1
22910,16/7-6,1135.8623999000001,2,2,1
22911,16/7-6,1136.0143999000002,2,2,1
22912,16/7-6,1136.1663999000002,2,2,1
22913,16/7-6,1136.3183999000003,2,2,1
22914,16/7-6,1136.4703999,2,2,1
22915,16/7-6,1136.6223999000001,2,2,1
22916,16/7-6,1136.7743999000002,2,2,1
22917,16/7-6,1136.9263999000002,2,2,1
22918,16/7-6,1137.0783999000002,2,2,1
22919,16/7-6,1137.2303999,2,2,1
22920,16/7-6,1137.3823999,2,2,1
22921,16/7-6,1137.5343999000002,2,2,1
22922,16/7-6,1137.6863999000002,2,2,1
22923,16/7-6,1137.8383999000002,2,2,1
22924,16/7-6,1137.9903999,2,2,1
22925,16/7-6,1138.1423999,2,2,1
22926,16/7-6,1138.2943999000001,2,2,1
22927,16/7-6,1138.4463999000002,2,2,1
22928,16/7-6,1138.5983999000002,2,2,1
22929,16/7-6,1138.7503999000003,2,2,1
22930,16/7-6,1138.9023999,2,2,1
22931,16/7-6,1139.0543999000001,2,2,1
22932,16/7-6,1139.2063999000002,2,2,1
22933,16/7-6,1139.3583999000002,2,2,1
22934,16/7-6,1139.5103999000003,2,2,1
22935,16/7-6,1139.6623999,2,2,1
22936,16/7-6,1139.8143999000001,2,2,1
22937,16/7-6,1139.9663999000002,2,2,1
22938,16/7-6,1140.1183999000002,2,2,1
22939,16/7-6,1140.2703999000003,2,2,1
22940,16/7-6,1140.4223999,2,2,1
22941,16/7-6,1140.5743999000001,2,2,1
22942,16/7-6,1140.7263999000002,2,2,1
22943,16/7-6,1140.8783999000002,2,2,1
22944,16/7-6,1141.0303999000002,2,2,1
22945,16/7-6,1141.1823999,2,2,1
22946,16/7-6,1141.3343999,2,2,1
22947,16/7-6,1141.4863999000002,2,2,1
22948,16/7-6,1141.6383999000002,2,2,1
22949,16/7-6,1141.7903999000002,2,2,1
22950,16/7-6,1141.9423999000003,2,2,1
22951,16/7-6,1142.0943999,2,2,1
22952,16/7-6,1142.2463999000001,2,2,1
22953,16/7-6,1142.3983999000002,2,2,1
22954,16/7-6,1142.5503999000002,2,2,1
22955,16/7-6,1142.7023999000003,2,2,1
22956,16/7-6,1142.8543999,2,2,1
22957,16/7-6,1143.0063999000001,2,2,1
22958,16/7-6,1143.1583999000002,2,2,1
22959,16/7-6,1143.3103999000002,2,2,1
22960,16/7-6,1143.4623999000003,2,2,1
22961,16/7-6,1143.6143999,2,2,1
22962,16/7-6,1143.7663999000001,2,2,1
22963,16/7-6,1143.9183999000002,2,2,1
22964,16/7-6,1144.0703999000002,2,2,1
22965,16/7-6,1144.2223999000003,2,2,1
22966,16/7-6,1144.3743999,2,2,1
22967,16/7-6,1144.5263999000001,2,2,1
22968,16/7-6,1144.6783999000002,2,2,1
22969,16/7-6,1144.8303999000002,2,2,1
22970,16/7-6,1144.9823999000002,2,2,1
22971,16/7-6,1145.1343999,2,2,1
22972,16/7-6,1145.2863999,2,2,1
22973,16/7-6,1145.4383999000001,2,2,1
22974,16/7-6,1145.5903999000002,2,2,1
22975,16/7-6,1145.7423999000002,2,2,1
22976,16/7-6,1145.8943999000003,2,2,1
22977,16/7-6,1146.0463999,2,2,1
22978,16/7-6,1146.1983999000001,2,2,1
22979,16/7-6,1146.3503999000002,2,2,1
22980,16/7-6,1146.5023999000002,2,2,1
22981,16/7-6,1146.6543999000003,2,2,1
22982,16/7-6,1146.8063999,2,2,1
22983,16/7-6,1146.9583999000001,2,2,1
22984,16/7-6,1147.1103999000002,2,2,1
22985,16/7-6,1147.2623999000002,2,2,1
22986,16/7-6,1147.4143999000003,2,2,1
22987,16/7-6,1147.5663999,2,2,1
22988,16/7-6,1147.7183999000001,2,2,1
22989,16/7-6,1147.8703999000002,2,2,1
22990,16/7-6,1148.0223999000002,2,2,1
22991,16/7-6,1148.1743999000003,2,2,1
22992,16/7-6,1148.3263999,2,2,1
22993,16/7-6,1148.4783999,2,2,1
22994,16/7-6,1148.6303999000002,2,2,1
22995,16/7-6,1148.7823999000002,2,2,1
22996,16/7-6,1148.9343999000002,2,2,1
22997,16/7-6,1149.0863999,2,2,1
22998,16/7-6,1149.2383999,2,2,1
22999,16/7-6,1149.3903999000001,2,2,1
23000,16/7-6,1149.5423999000002,2,2,1
23001,16/7-6,1149.6943999000002,2,2,1
23002,16/7-6,1149.8463999000003,2,2,1
23003,16/7-6,1149.9983999,2,2,1
23004,16/7-6,1150.1503999000001,2,2,1
23005,16/7-6,1150.3023999000002,2,2,1
23006,16/7-6,1150.4543999000002,2,2,1
23007,16/7-6,1150.6063999000003,2,2,1
23008,16/7-6,1150.7583999,2,2,1
23009,16/7-6,1150.9103999000001,2,2,1
23010,16/7-6,1151.0623999000002,2,2,1
23011,16/7-6,1151.2143999000002,2,2,1
23012,16/7-6,1151.3663999000003,2,2,1
23013,16/7-6,1151.5183999,2,2,1
23014,16/7-6,1151.6703999000001,2,2,1
23015,16/7-6,1151.8223999000002,2,2,1
23016,16/7-6,1151.9743999000002,2,2,1
23017,16/7-6,1152.1263999000003,2,2,1
23018,16/7-6,1152.2783999,2,2,1
23019,16/7-6,1152.4303999,2,2,1
23020,16/7-6,1152.5823999000002,2,2,1
23021,16/7-6,1152.7343999000002,2,2,1
23022,16/7-6,1152.8863999000002,2,2,1
23023,16/7-6,1153.0383999,2,2,1
23024,16/7-6,1153.1903999,2,2,1
23025,16/7-6,1153.3423999000001,2,2,1
23026,16/7-6,1153.4943999000002,2,2,1
23027,16/7-6,1153.6463999000002,2,2,1
23028,16/7-6,1153.7983999000003,2,2,1
23029,16/7-6,1153.9503999,2,2,1
23030,16/7-6,1154.1023999000001,2,2,1
23031,16/7-6,1154.2543999000002,2,2,1
23032,16/7-6,1154.4063999000002,2,2,1
23033,16/7-6,1154.5583999000003,2,2,1
23034,16/7-6,1154.7103999,2,2,1
23035,16/7-6,1154.8623999000001,2,2,1
23036,16/7-6,1155.0143999000002,2,2,1
23037,16/7-6,1155.1663999000002,2,2,1
23038,16/7-6,1155.3183999000003,2,2,1
23039,16/7-6,1155.4703999,2,2,1
23040,16/7-6,1155.6223999000001,2,2,1
23041,16/7-6,1155.7743999000002,2,2,1
23042,16/7-6,1155.9263999000002,2,2,1
23043,16/7-6,1156.0783999000002,2,2,1
23044,16/7-6,1156.2303999,2,2,1
23045,16/7-6,1156.3823999,2,2,1
23046,16/7-6,1156.5343999000002,2,2,1
23047,16/7-6,1156.6863999000002,2,2,1
23048,16/7-6,1156.8383999000002,2,2,1
23049,16/7-6,1156.9903999,2,2,1
23050,16/7-6,1157.1423999,2,2,1
23051,16/7-6,1157.2943999000001,2,2,1
23052,16/7-6,1157.4463999000002,2,2,1
23053,16/7-6,1157.5983999000002,2,2,1
23054,16/7-6,1157.7503999000003,2,2,1
23055,16/7-6,1157.9023999,2,2,1
23056,16/7-6,1158.0543999000001,2,2,1
23057,16/7-6,1158.2063999000002,2,2,1
23058,16/7-6,1158.3583999000002,2,2,1
23059,16/7-6,1158.5103999000003,2,2,1
23060,16/7-6,1158.6623999,2,2,1
23061,16/7-6,1158.8143999000001,2,2,1
23062,16/7-6,1158.9663999000002,2,2,1
23063,16/7-6,1159.1183999000002,2,2,1
23064,16/7-6,1159.2703999000003,2,2,1
23065,16/7-6,1159.4223999,2,2,1
23066,16/7-6,1159.5743999000001,2,2,1
23067,16/7-6,1159.7263999000002,2,2,1
23068,16/7-6,1159.8783999000002,2,2,1
23069,16/7-6,1160.0303999000002,2,2,1
23070,16/7-6,1160.1823999,2,2,1
23071,16/7-6,1160.3343999,2,2,1
23072,16/7-6,1160.4863999000002,2,2,1
23073,16/7-6,1160.6383999000002,2,2,1
23074,16/7-6,1160.7903999000002,2,2,1
23075,16/7-6,1160.9423999000003,2,2,1
23076,16/7-6,1161.0943999,2,2,1
23077,16/7-6,1161.2463999000001,2,2,1
23078,16/7-6,1161.3983999000002,2,2,1
23079,16/7-6,1161.5503999000002,2,2,1
23080,16/7-6,1161.7023999000003,2,2,1
23081,16/7-6,1161.8543999,2,2,1
23082,16/7-6,1162.0063999000001,2,2,1
23083,16/7-6,1162.1583999000002,2,2,1
23084,16/7-6,1162.3103999000002,2,2,1
23085,16/7-6,1162.4623999000003,2,2,1
23086,16/7-6,1162.6143999,2,2,1
23087,16/7-6,1162.7663999000001,2,2,1
23088,16/7-6,1162.9183999000002,2,2,1
23089,16/7-6,1163.0703999000002,2,2,1
23090,16/7-6,1163.2223999000003,2,2,1
23091,16/7-6,1163.3743999,2,2,1
23092,16/7-6,1163.5263999000001,2,2,1
23093,16/7-6,1163.6783999000002,2,2,1
23094,16/7-6,1163.8303999000002,2,2,1
23095,16/7-6,1163.9823999000002,2,2,1
23096,16/7-6,1164.1343999,2,2,1
23097,16/7-6,1164.2863999,2,2,1
23098,16/7-6,1164.4383999000001,2,2,1
23099,16/7-6,1164.5903999000002,2,2,1
23100,16/7-6,1164.7423999000002,2,2,1
23101,16/7-6,1164.8943999000003,2,2,1
23102,16/7-6,1165.0463999,2,2,1
23103,16/7-6,1165.1983999000001,2,2,1
23104,16/7-6,1165.3503999000002,2,2,1
23105,16/7-6,1165.5023999000002,2,2,1
23106,16/7-6,1165.6543999000003,2,2,1
23107,16/7-6,1165.8063999,2,2,1
23108,16/7-6,1165.9583999000001,2,2,1
23109,16/7-6,1166.1103999000002,2,2,1
23110,16/7-6,1166.2623999000002,2,2,1
23111,16/7-6,1166.4143999000003,2,2,1
23112,16/7-6,1166.5663999,2,2,1
23113,16/7-6,1166.7183999000001,2,2,1
23114,16/7-6,1166.8703999000002,2,2,1
23115,16/7-6,1167.0223999000002,2,2,1
23116,16/7-6,1167.1743999000003,2,2,1
23117,16/7-6,1167.3263999,2,2,1
23118,16/7-6,1167.4783999,2,2,1
23119,16/7-6,1167.6303999000002,2,2,1
23120,16/7-6,1167.7823999000002,2,2,1
23121,16/7-6,1167.9343999000002,2,2,1
23122,16/7-6,1168.0863999,2,2,1
23123,16/7-6,1168.2383999,2,2,1
23124,16/7-6,1168.3903999000001,2,2,1
23125,16/7-6,1168.5423999000002,2,2,1
23126,16/7-6,1168.6943999000002,2,2,1
23127,16/7-6,1168.8463999000003,2,2,1
23128,16/7-6,1168.9983999,2,2,1
23129,16/7-6,1169.1503999000001,2,2,1
23130,16/7-6,1169.3023999000002,2,2,1
23131,16/7-6,1169.4543999000002,2,2,1
23132,16/7-6,1169.6063999000003,2,2,1
23133,16/7-6,1169.7583999,2,2,1
23134,16/7-6,1169.9103999000001,2,2,1
23135,16/7-6,1170.0623999000002,2,2,1
23136,16/7-6,1170.2143999000002,2,2,1
23137,16/7-6,1170.3663999000003,2,2,1
23138,16/7-6,1170.5183999,2,2,1
23139,16/7-6,1170.6703999000001,2,2,1
23140,16/7-6,1170.8223999000002,2,2,1
23141,16/7-6,1170.9743999000002,2,2,1
23142,16/7-6,1171.1263999000003,2,2,1
23143,16/7-6,1171.2783999,2,2,1
23144,16/7-6,1171.4303999,2,2,1
23145,16/7-6,1171.5823999000002,2,2,1
23146,16/7-6,1171.7343999000002,2,2,1
23147,16/7-6,1171.8863999000002,2,2,1
23148,16/7-6,1172.0383999,2,2,1
23149,16/7-6,1172.1903999,2,2,1
23150,16/7-6,1172.3423999000001,2,2,1
23151,16/7-6,1172.4943999000002,2,2,1
23152,16/7-6,1172.6463999000002,2,2,1
23153,16/7-6,1172.7983999000003,2,2,1
23154,16/7-6,1172.9503999,2,2,1
23155,16/7-6,1173.1023999000001,2,2,1
23156,16/7-6,1173.2543999000002,2,2,1
23157,16/7-6,1173.4063999000002,2,2,1
23158,16/7-6,1173.5583999000003,2,2,1
23159,16/7-6,1173.7103999,2,2,1
23160,16/7-6,1173.8623999000001,2,2,1
23161,16/7-6,1174.0143999000002,0,2,0
23162,16/7-6,1174.1663999000002,0,2,0
23163,16/7-6,1174.3183999000003,0,2,0
23164,16/7-6,1174.4703999,0,2,0
23165,16/7-6,1174.6223999000001,0,2,0
23166,16/7-6,1174.7743999000002,2,2,1
23167,16/7-6,1174.9263999000002,2,2,1
23168,16/7-6,1175.0783999000002,2,2,1
23169,16/7-6,1175.2303999,2,2,1
23170,16/7-6,1175.3823999,2,2,1
23171,16/7-6,1175.5343999000002,2,2,1
23172,16/7-6,1175.6863999000002,2,2,1
23173,16/7-6,1175.8383999000002,2,2,1
23174,16/7-6,1175.9903999,2,2,1
23175,16/7-6,1176.1423999,2,2,1
23176,16/7-6,1176.2943999000001,2,2,1
23177,16/7-6,1176.4463999000002,2,2,1
23178,16/7-6,1176.5983999000002,2,2,1
23179,16/7-6,1176.7503999000003,2,2,1
23180,16/7-6,1176.9023999,2,2,1
23181,16/7-6,1177.0543999000001,2,2,1
23182,16/7-6,1177.2063999000002,2,2,1
23183,16/7-6,1177.3583999000002,2,2,1
23184,16/7-6,1177.5103999000003,2,2,1
23185,16/7-6,1177.6623999,2,2,1
23186,16/7-6,1177.8143999000001,2,2,1
23187,16/7-6,1177.9663999000002,2,2,1
23188,16/7-6,1178.1183999000002,2,2,1
23189,16/7-6,1178.2703999000003,2,2,1
23190,16/7-6,1178.4223999,2,2,1
23191,16/7-6,1178.5743999000001,2,2,1
23192,16/7-6,1178.7263999000002,2,2,1
23193,16/7-6,1178.8783999000002,2,2,1
23194,16/7-6,1179.0303999000002,2,2,1
23195,16/7-6,1179.1823999,2,2,1
23196,16/7-6,1179.3343999,2,2,1
23197,16/7-6,1179.4863999000002,2,2,1
23198,16/7-6,1179.6383999000002,2,2,1
23199,16/7-6,1179.7903999000002,2,2,1
23200,16/7-6,1179.9423999000003,2,2,1
23201,16/7-6,1180.0943999,2,2,1
23202,16/7-6,1180.2463999000001,2,2,1
23203,16/7-6,1180.3983999000002,2,2,1
23204,16/7-6,1180.5503999000002,2,2,1
23205,16/7-6,1180.7023999000003,2,2,1
23206,16/7-6,1180.8543999,2,2,1
23207,16/7-6,1181.0063999000001,2,2,1
23208,16/7-6,1181.1583999000002,2,2,1
23209,16/7-6,1181.3103999000002,2,2,1
23210,16/7-6,1181.4623999000003,2,2,1
23211,16/7-6,1181.6143999,2,2,1
23212,16/7-6,1181.7663999000001,2,2,1
23213,16/7-6,1181.9183999000002,2,2,1
23214,16/7-6,1182.0703999000002,2,2,1
23215,16/7-6,1182.2223999000003,2,2,1
23216,16/7-6,1182.3743999,2,2,1
23217,16/7-6,1182.5263999000001,2,2,1
23218,16/7-6,1182.6783999000002,2,2,1
23219,16/7-6,1182.8303999000002,2,2,1
23220,16/7-6,1182.9823999000002,2,2,1
23221,16/7-6,1183.1343999,2,2,1
23222,16/7-6,1183.2863999,2,2,1
23223,16/7-6,1183.4383999000001,2,2,1
23224,16/7-6,1183.5903999000002,2,2,1
23225,16/7-6,1183.7423999000002,2,2,1
23226,16/7-6,1183.8943999000003,2,2,1
23227,16/7-6,1184.0463999,2,2,1
23228,16/7-6,1184.1983999000001,2,2,1
23229,16/7-6,1184.3503999000002,2,2,1
23230,16/7-6,1184.5023999000002,2,2,1
23231,16/7-6,1184.6543999000003,2,2,1
23232,16/7-6,1184.8063999,2,2,1
23233,16/7-6,1184.9583999000001,2,2,1
23234,16/7-6,1185.1103999000002,2,2,1
23235,16/7-6,1185.2623999000002,2,2,1
23236,16/7-6,1185.4143999000003,2,2,1
23237,16/7-6,1185.5663999,2,2,1
23238,16/7-6,1185.7183999000001,2,2,1
23239,16/7-6,1185.8703999000002,2,2,1
23240,16/7-6,1186.0223999000002,2,2,1
23241,16/7-6,1186.1743999000003,2,2,1
23242,16/7-6,1186.3263999,2,2,1
23243,16/7-6,1186.4783999,2,2,1
23244,16/7-6,1186.6303999000002,2,2,1
23245,16/7-6,1186.7823999000002,2,2,1
23246,16/7-6,1186.9343999000002,2,2,1
23247,16/7-6,1187.0863999,2,2,1
23248,16/7-6,1187.2383999,2,2,1
23249,16/7-6,1187.3903999000001,2,2,1
23250,16/7-6,1187.5423999000002,2,2,1
23251,16/7-6,1187.6943999000002,2,2,1
23252,16/7-6,1187.8463999000003,2,2,1
23253,16/7-6,1187.9983999,2,2,1
23254,16/7-6,1188.1503999000001,2,2,1
23255,16/7-6,1188.3023999000002,2,2,1
23256,16/7-6,1188.4543999000002,2,2,1
23257,16/7-6,1188.6063999000003,2,2,1
23258,16/7-6,1188.7583999,2,2,1
23259,16/7-6,1188.9103999000001,2,2,1
23260,16/7-6,1189.0623999000002,2,2,1
23261,16/7-6,1189.2143999000002,2,2,1
23262,16/7-6,1189.3663999000003,2,2,1
23263,16/7-6,1189.5183999,2,2,1
23264,16/7-6,1189.6703999000001,2,2,1
23265,16/7-6,1189.8223999000002,2,2,1
23266,16/7-6,1189.9743999000002,2,2,1
23267,16/7-6,1190.1263999000003,2,2,1
23268,16/7-6,1190.2783999,2,2,1
23269,16/7-6,1190.4303999,2,2,1
23270,16/7-6,1190.5823999000002,2,2,1
23271,16/7-6,1190.7343999000002,2,2,1
23272,16/7-6,1190.8863999000002,2,2,1
23273,16/7-6,1191.0383999,2,2,1
23274,16/7-6,1191.1903999,2,2,1
23275,16/7-6,1191.3423999000001,2,2,1
23276,16/7-6,1191.4943999000002,2,2,1
23277,16/7-6,1191.6463999000002,2,2,1
23278,16/7-6,1191.7983999000003,2,2,1
23279,16/7-6,1191.9503999,2,2,1
23280,16/7-6,1192.1023999000001,2,2,1
23281,16/7-6,1192.2543999000002,2,2,1
23282,16/7-6,1192.4063999000002,2,2,1
23283,16/7-6,1192.5583999000003,2,2,1
23284,16/7-6,1192.7103999,2,2,1
23285,16/7-6,1192.8623999000001,2,2,1
23286,16/7-6,1193.0143999000002,2,2,1
23287,16/7-6,1193.1663999000002,2,2,1
23288,16/7-6,1193.3183999000003,2,2,1
23289,16/7-6,1193.4703999,2,2,1
23290,16/7-6,1193.6223999000001,2,2,1
23291,16/7-6,1193.7743999000002,2,2,1
23292,16/7-6,1193.9263999000002,2,2,1
23293,16/7-6,1194.0783999000002,2,2,1
23294,16/7-6,1194.2303999,2,2,1
23295,16/7-6,1194.3823999,2,2,1
23296,16/7-6,1194.5343999000002,2,2,1
23297,16/7-6,1194.6863999000002,2,2,1
23298,16/7-6,1194.8383999000002,2,2,1
23299,16/7-6,1194.9903999,2,2,1
23300,16/7-6,1195.1423999,2,2,1
23301,16/7-6,1195.2943999000001,2,2,1
23302,16/7-6,1195.4463999000002,2,2,1
23303,16/7-6,1195.5983999000002,2,2,1
23304,16/7-6,1195.7503999000003,2,2,1
23305,16/7-6,1195.9023999,2,2,1
23306,16/7-6,1196.0543999000001,2,2,1
23307,16/7-6,1196.2063999000002,2,2,1
23308,16/7-6,1196.3583999000002,2,2,1
23309,16/7-6,1196.5103999000003,2,2,1
23310,16/7-6,1196.6623999,2,2,1
23311,16/7-6,1196.8143999000001,2,2,1
23312,16/7-6,1196.9663999000002,2,2,1
23313,16/7-6,1197.1183999000002,2,2,1
23314,16/7-6,1197.2703999000003,2,2,1
23315,16/7-6,1197.4223999,2,2,1
23316,16/7-6,1197.5743999000001,2,2,1
23317,16/7-6,1197.7263999000002,2,2,1
23318,16/7-6,1197.8783999000002,2,2,1
23319,16/7-6,1198.0303999000002,2,2,1
23320,16/7-6,1198.1823999,2,2,1
23321,16/7-6,1198.3343999,2,2,1
23322,16/7-6,1198.4863999000002,2,2,1
23323,16/7-6,1198.6383999000002,2,2,1
23324,16/7-6,1198.7903999000002,2,2,1
23325,16/7-6,1198.9423999000003,2,2,1
23326,16/7-6,1199.0943999,2,2,1
23327,16/7-6,1199.2463999000001,2,2,1
23328,16/7-6,1199.3983999000002,2,2,1
23329,16/7-6,1199.5503999000002,2,2,1
23330,16/7-6,1199.7023999000003,2,2,1
23331,16/7-6,1199.8543999,2,2,1
23332,16/7-6,1200.0063999000001,2,2,1
23333,16/7-6,1200.1583999000002,2,2,1
23334,16/7-6,1200.3103999000002,2,2,1
23335,16/7-6,1200.4623999000003,2,2,1
23336,16/7-6,1200.6143999,2,2,1
23337,16/7-6,1200.7663999000001,2,2,1
