,WELL,DEPTH_MD,FORCE_2020_LITHOFACIES_LITHOLOGY,prediction,correct
50328,25/10-9,1346.6168,2,2,1
50329,25/10-9,1346.7688,2,2,1
50330,25/10-9,1346.9208,2,2,1
50331,25/10-9,1347.0728,2,2,1
50332,25/10-9,1347.2248,2,2,1
50333,25/10-9,1347.3768,2,2,1
50334,25/10-9,1347.5288,2,2,1
50335,25/10-9,1347.6808,2,2,1
50336,25/10-9,1347.8328,2,2,1
50337,25/10-9,1347.9848,2,2,1
50338,25/10-9,1348.1368,2,2,1
50339,25/10-9,1348.2888,2,2,1
50340,25/10-9,1348.4408,2,2,1
50341,25/10-9,1348.5928,2,2,1
50342,25/10-9,1348.7448,2,2,1
50343,25/10-9,1348.8968,2,2,1
50344,25/10-9,1349.0488,2,2,1
50345,25/10-9,1349.2008,2,2,1
50346,25/10-9,1349.3528,2,2,1
50347,25/10-9,1349.5048,2,2,1
50348,25/10-9,1349.6568,2,2,1
50349,25/10-9,1349.8088,2,2,1
50350,25/10-9,1349.9608,2,2,1
50351,25/10-9,1350.1128,2,2,1
50352,25/10-9,1350.2648,2,2,1
50353,25/10-9,1350.4168,2,2,1
50354,25/10-9,1350.5688,2,2,1
50355,25/10-9,1350.7208,2,2,1
50356,25/10-9,1350.8728,2,2,1
50357,25/10-9,1351.0248,2,2,1
50358,25/10-9,1351.1768,2,2,1
50359,25/10-9,1351.3288,2,2,1
50360,25/10-9,1351.4808,2,2,1
50361,25/10-9,1351.6328,2,2,1
50362,25/10-9,1351.7848,2,2,1
50363,25/10-9,1351.9368,2,2,1
50364,25/10-9,1352.0888,2,2,1
50365,25/10-9,1352.2408,2,2,1
50366,25/10-9,1352.3928,2,2,1
50367,25/10-9,1352.5448,2,2,1
50368,25/10-9,1352.6968,2,2,1
50369,25/10-9,1352.8488,2,2,1
50370,25/10-9,1353.0008,2,2,1
50371,25/10-9,1353.1528,2,2,1
50372,25/10-9,1353.3048,2,2,1
50373,25/10-9,1353.4568,2,2,1
50374,25/10-9,1353.6088,2,2,1
50375,25/10-9,1353.7608,2,2,1
50376,25/10-9,1353.9128,2,2,1
50377,25/10-9,1354.0648,2,2,1
50378,25/10-9,1354.2168,2,2,1
50379,25/10-9,1354.3688,2,2,1
50380,25/10-9,1354.5208,2,2,1
50381,25/10-9,1354.6728,2,2,1
50382,25/10-9,1354.8248,2,2,1
50383,25/10-9,1354.9768,2,2,1
50384,25/10-9,1355.1288,2,2,1
50385,25/10-9,1355.2808,2,2,1
50386,25/10-9,1355.4328,2,2,1
50387,25/10-9,1355.5848,2,2,1
50388,25/10-9,1355.7368,2,2,1
50389,25/10-9,1355.8888,2,2,1
50390,25/10-9,1356.0408,2,2,1
50391,25/10-9,1356.1928,2,2,1
50392,25/10-9,1356.3448,2,2,1
50393,25/10-9,1356.4968,2,2,1
50394,25/10-9,1356.6488,2,2,1
50395,25/10-9,1356.8008,2,2,1
50396,25/10-9,1356.9528,2,2,1
50397,25/10-9,1357.1048,2,2,1
50398,25/10-9,1357.2568,2,2,1
50399,25/10-9,1357.4088,2,2,1
50400,25/10-9,1357.5608,2,2,1
50401,25/10-9,1357.7128,2,2,1
50402,25/10-9,1357.8648,2,2,1
50403,25/10-9,1358.0168,2,2,1
50404,25/10-9,1358.1688,2,2,1
50405,25/10-9,1358.3208,2,2,1
50406,25/10-9,1358.4728,2,2,1
50407,25/10-9,1358.6248,2,2,1
50408,25/10-9,1358.7768,2,2,1
50409,25/10-9,1358.9288,2,2,1
50410,25/10-9,1359.0808,2,2,1
50411,25/10-9,1359.2328,2,2,1
50412,25/10-9,1359.3848,2,2,1
50413,25/10-9,1359.5368,2,2,1
50414,25/10-9,1359.6888,2,2,1
50415,25/10-9,1359.8408,2,2,1
50416,25/10-9,1359.9928,2,2,1
50417,25/10-9,1360.1448,2,2,1
50418,25/10-9,1360.2968,2,0,0
50419,25/10-9,1360.4488,2,2,1
50420,25/10-9,1360.6008,2,2,1
50421,25/10-9,1360.7528,2,2,1
50422,25/10-9,1360.9048,2,2,1
50423,25/10-9,1361.0568,2,2,1
50424,25/10-9,1361.2088,2,2,1
50425,25/10-9,1361.3608,2,2,1
50426,25/10-9,1361.5128,2,2,1
50427,25/10-9,1361.6648,2,2,1
50428,25/10-9,1361.8168,2,2,1
50429,25/10-9,1361.9688,2,2,1
50430,25/10-9,1362.1208,2,2,1
50431,25/10-9,1362.2728,2,2,1
50432,25/10-9,1362.4248,2,2,1
50433,25/10-9,1362.5768,2,2,1
50434,25/10-9,1362.7288,2,2,1
50435,25/10-9,1362.8808,2,2,1
50436,25/10-9,1363.0328,2,2,1
50437,25/10-9,1363.1848,1,2,0
50438,25/10-9,1363.3368,1,2,0
50439,25/10-9,1363.4888,1,2,0
50440,25/10-9,1363.6408,1,2,0
50441,25/10-9,1363.7928,1,2,0
50442,25/10-9,1363.9448,1,2,0
50443,25/10-9,1364.0968,1,2,0
50444,25/10-9,1364.2488,1,2,0
50445,25/10-9,1364.4008,1,2,0
50446,25/10-9,1364.5528,2,2,1
50447,25/10-9,1364.7048,2,2,1
50448,25/10-9,1364.8568,2,2,1
50449,25/10-9,1365.0088,2,2,1
50450,25/10-9,1365.1608,2,2,1
50451,25/10-9,1365.3128,2,2,1
50452,25/10-9,1365.4648,2,2,1
50453,25/10-9,1365.6168,2,2,1
50454,25/10-9,1365.7688,2,2,1
50455,25/10-9,1365.9208,2,2,1
50456,25/10-9,1366.0728,2,2,1
50457,25/10-9,1366.2248,2,2,1
50458,25/10-9,1366.3768,2,2,1
50459,25/10-9,1366.5288,2,2,1
50460,25/10-9,1366.6808,2,2,1
50461,25/10-9,1366.8328,2,2,1
50462,25/10-9,1366.9848,2,2,1
50463,25/10-9,1367.1368,2,2,1
50464,25/10-9,1367.2888,2,2,1
50465,25/10-9,1367.4408,2,2,1
50466,25/10-9,1367.5928,2,2,1
50467,25/10-9,1367.7448,2,2,1
50468,25/10-9,1367.8968,2,2,1
50469,25/10-9,1368.0488,2,2,1
50470,25/10-9,1368.2008,2,2,1
50471,25/10-9,1368.3528,2,2,1
50472,25/10-9,1368.5048,2,2,1
50473,25/10-9,1368.6568,2,2,1
50474,25/10-9,1368.8088,2,2,1
50475,25/10-9,1368.9608,2,2,1
50476,25/10-9,1369.1128,1,2,0
50477,25/10-9,1369.2648,1,2,0
50478,25/10-9,1369.4168,1,2,0
50479,25/10-9,1369.5688,1,2,0
50480,25/10-9,1369.7208,1,2,0
50481,25/10-9,1369.8728,1,2,0
50482,25/10-9,1370.0248,1,2,0
50483,25/10-9,1370.1768,2,2,1
50484,25/10-9,1370.3288,2,2,1
50485,25/10-9,1370.4808,2,2,1
50486,25/10-9,1370.6328,2,2,1
50487,25/10-9,1370.7848,2,2,1
50488,25/10-9,1370.9368,2,2,1
50489,25/10-9,1371.0888,2,2,1
50490,25/10-9,1371.2408,2,2,1
50491,25/10-9,1371.3928,2,2,1
50492,25/10-9,1371.5448,2,2,1
50493,25/10-9,1371.6968,2,2,1
50494,25/10-9,1371.8488,2,2,1
50495,25/10-9,1372.0008,2,2,1
50496,25/10-9,1372.1528,2,2,1
50497,25/10-9,1372.3048,2,2,1
50498,25/10-9,1372.4568,2,2,1
50499,25/10-9,1372.6088,2,2,1
50500,25/10-9,1372.7608,2,2,1
50501,25/10-9,1372.9128,2,2,1
50502,25/10-9,1373.0648,2,2,1
50503,25/10-9,1373.2168,2,2,1
50504,25/10-9,1373.3688,2,2,1
50505,25/10-9,1373.5208,2,2,1
50506,25/10-9,1373.6728,2,2,1
50507,25/10-9,1373.8248,2,2,1
50508,25/10-9,1373.9768,2,2,1
50509,25/10-9,1374.1288,2,2,1
50510,25/10-9,1374.2808,2,2,1
50511,25/10-9,1374.4328,2,2,1
50512,25/10-9,1374.5848,2,2,1
50513,25/10-9,1374.7368,2,2,1
50514,25/10-9,1374.8888,2,2,1
50515,25/10-9,1375.0408,2,2,1
50516,25/10-9,1375.1928,2,2,1
50517,25/10-9,1375.3448,2,2,1
50518,25/10-9,1375.4968,2,2,1
50519,25/10-9,1375.6488,2,2,1
50520,25/10-9,1375.8008,1,2,0
50521,25/10-9,1375.9528,1,2,0
50522,25/10-9,1376.1048,1,0,0
50523,25/10-9,1376.2568,1,2,0
50524,25/10-9,1376.4088,1,2,0
50525,25/10-9,1376.5608,1,0,0
50526,25/10-9,1376.7128,1,0,0
50527,25/10-9,1376.8648,1,0,0
50528,25/10-9,1377.0168,1,0,0
50529,25/10-9,1377.1688,1,2,0
50530,25/10-9,1377.3208,1,2,0
50531,25/10-9,1377.4728,2,2,1
50532,25/10-9,1377.6248,2,2,1
50533,25/10-9,1377.7768,2,2,1
50534,25/10-9,1377.9288,2,2,1
50535,25/10-9,1378.0808,2,2,1
50536,25/10-9,1378.2328,2,2,1
50537,25/10-9,1378.3848,2,2,1
50538,25/10-9,1378.5368,2,0,0
50539,25/10-9,1378.6888,2,0,0
50540,25/10-9,1378.8408,2,2,1
50541,25/10-9,1378.9928,2,2,1
50542,25/10-9,1379.1448,2,2,1
50543,25/10-9,1379.2968,2,2,1
50544,25/10-9,1379.4488,2,2,1
50545,25/10-9,1379.6008,2,2,1
50546,25/10-9,1379.7528,2,2,1
50547,25/10-9,1379.9048,2,2,1
50548,25/10-9,1380.0568,2,2,1
50549,25/10-9,1380.2088,2,2,1
50550,25/10-9,1380.3608,2,2,1
50551,25/10-9,1380.5128,2,2,1
50552,25/10-9,1380.6648,2,2,1
50553,25/10-9,1380.8168,2,2,1
50554,25/10-9,1380.9688,2,2,1
50555,25/10-9,1381.1208,1,0,0
50556,25/10-9,1381.2728,1,0,0
50557,25/10-9,1381.4248,1,0,0
50558,25/10-9,1381.5768,1,0,0
50559,25/10-9,1381.7288,1,0,0
50560,25/10-9,1381.8808,1,0,0
50561,25/10-9,1382.0328,1,0,0
50562,25/10-9,1382.1848,1,0,0
50563,25/10-9,1382.3368,1,0,0
50564,25/10-9,1382.4888,1,0,0
50565,25/10-9,1382.6408,1,2,0
50566,25/10-9,1382.7928,1,2,0
50567,25/10-9,1382.9448,1,0,0
50568,25/10-9,1383.0968,1,0,0
50569,25/10-9,1383.2488,1,0,0
50570,25/10-9,1383.4008,1,0,0
50571,25/10-9,1383.5528,1,0,0
50572,25/10-9,1383.7048,1,2,0
50573,25/10-9,1383.8568,2,2,1
50574,25/10-9,1384.0088,2,2,1
50575,25/10-9,1384.1608,2,2,1
50576,25/10-9,1384.3128,2,2,1
50577,25/10-9,1384.4648,2,2,1
50578,25/10-9,1384.6168,2,2,1
50579,25/10-9,1384.7688,2,2,1
50580,25/10-9,1384.9208,2,2,1
50581,25/10-9,1385.0728,2,2,1
50582,25/10-9,1385.2248,2,2,1
50583,25/10-9,1385.3768,2,2,1
50584,25/10-9,1385.5288,2,2,1
50585,25/10-9,1385.6808,2,2,1
50586,25/10-9,1385.8328,2,2,1
50587,25/10-9,1385.9848,2,2,1
50588,25/10-9,1386.1368,2,2,1
50589,25/10-9,1386.2888,2,2,1
50590,25/10-9,1386.4408,2,2,1
50591,25/10-9,1386.5928,2,2,1
50592,25/10-9,1386.7448,2,2,1
50593,25/10-9,1386.8968,2,2,1
50594,25/10-9,1387.0488,2,2,1
50595,25/10-9,1387.2008,2,2,1
50596,25/10-9,1387.3528,2,2,1
50597,25/10-9,1387.5048,2,2,1
50598,25/10-9,1387.6568,2,2,1
50599,25/10-9,1387.8088,2,2,1
50600,25/10-9,1387.9608,2,2,1
50601,25/10-9,1388.1128,2,2,1
50602,25/10-9,1388.2648,2,2,1
50603,25/10-9,1388.4168,2,2,1
50604,25/10-9,1388.5688,2,2,1
50605,25/10-9,1388.7208,2,2,1
50606,25/10-9,1388.8728,2,2,1
50607,25/10-9,1389.0248,2,2,1
50608,25/10-9,1389.1768,2,2,1
50609,25/10-9,1389.3288,2,2,1
50610,25/10-9,1389.4808,2,2,1
50611,25/10-9,1389.6328,1,2,0
50612,25/10-9,1389.7848,1,2,0
50613,25/10-9,1389.9368,1,2,0
50614,25/10-9,1390.0888,1,2,0
50615,25/10-9,1390.2408,1,2,0
50616,25/10-9,1390.3928,1,2,0
50617,25/10-9,1390.5448,1,2,0
50618,25/10-9,1390.6968,1,2,0
50619,25/10-9,1390.8488,1,2,0
50620,25/10-9,1391.0008,1,2,0
50621,25/10-9,1391.1528,1,2,0
50622,25/10-9,1391.3048,2,2,1
50623,25/10-9,1391.4568,2,2,1
50624,25/10-9,1391.6088,2,2,1
50625,25/10-9,1391.7608,2,2,1
50626,25/10-9,1391.9128,2,2,1
50627,25/10-9,1392.0648,2,2,1
50628,25/10-9,1392.2168,2,2,1
50629,25/10-9,1392.3688,2,2,1
50630,25/10-9,1392.5208,2,2,1
50631,25/10-9,1392.6728,2,2,1
50632,25/10-9,1392.8248,2,2,1
50633,25/10-9,1392.9768,2,2,1
50634,25/10-9,1393.1288,2,2,1
50635,25/10-9,1393.2808,2,2,1
50636,25/10-9,1393.4328,2,2,1
50637,25/10-9,1393.5848,2,2,1
50638,25/10-9,1393.7368,2,2,1
50639,25/10-9,1393.8888,2,2,1
50640,25/10-9,1394.0408,2,2,1
50641,25/10-9,1394.1928,2,2,1
50642,25/10-9,1394.3448,2,2,1
50643,25/10-9,1394.4968,2,2,1
50644,25/10-9,1394.6488,2,2,1
50645,25/10-9,1394.8008,2,2,1
50646,25/10-9,1394.9528,2,2,1
50647,25/10-9,1395.1048,2,2,1
50648,25/10-9,1395.2568,2,2,1
50649,25/10-9,1395.4088,2,2,1
50650,25/10-9,1395.5608,2,2,1
50651,25/10-9,1395.7128,2,2,1
50652,25/10-9,1395.8648,2,2,1
50653,25/10-9,1396.0168,2,2,1
50654,25/10-9,1396.1688,2,2,1
50655,25/10-9,1396.3208,2,2,1
50656,25/10-9,1396.4728,2,2,1
50657,25/10-9,1396.6248,2,2,1
50658,25/10-9,1396.7768,2,2,1
50659,25/10-9,1396.9288,2,2,1
50660,25/10-9,1397.0808,2,2,1
50661,25/10-9,1397.2328,2,2,1
50662,25/10-9,1397.3848,2,2,1
50663,25/10-9,1397.5368,2,2,1
50664,25/10-9,1397.6888,2,2,1
50665,25/10-9,1397.8408,2,2,1
50666,25/10-9,1397.9928,2,2,1
50667,25/10-9,1398.1448,2,2,1
50668,25/10-9,1398.2968,2,2,1
50669,25/10-9,1398.4488,2,2,1
50670,25/10-9,1398.6008,2,2,1
50671,25/10-9,1398.7528,2,2,1
50672,25/10-9,1398.9048,1,2,0
50673,25/10-9,1399.0568,1,2,0
50674,25/10-9,1399.2088,1,2,0
50675,25/10-9,1399.3608,1,2,0
50676,25/10-9,1399.5128,1,2,0
50677,25/10-9,1399.6648,1,2,0
50678,25/10-9,1399.8168,2,2,1
50679,25/10-9,1399.9688,2,2,1
50680,25/10-9,1400.1208,2,2,1
50681,25/10-9,1400.2728,2,2,1
50682,25/10-9,1400.4248,2,2,1
50683,25/10-9,1400.5768,2,2,1
50684,25/10-9,1400.7288,2,2,1
50685,25/10-9,1400.8808,1,2,0
50686,25/10-9,1401.0328,1,2,0
50687,25/10-9,1401.1848,1,2,0
50688,25/10-9,1401.3368,1,2,0
50689,25/10-9,1401.4888,1,2,0
50690,25/10-9,1401.6408,2,2,1
50691,25/10-9,1401.7928,2,2,1
50692,25/10-9,1401.9448,2,2,1
50693,25/10-9,1402.0968,2,2,1
50694,25/10-9,1402.2488,2,2,1
50695,25/10-9,1402.4008,2,2,1
50696,25/10-9,1402.5528,2,2,1
50697,25/10-9,1402.7048,2,2,1
50698,25/10-9,1402.8568,2,2,1
50699,25/10-9,1403.0088,2,2,1
50700,25/10-9,1403.1608,2,2,1
50701,25/10-9,1403.3128,2,2,1
50702,25/10-9,1403.4648,2,2,1
50703,25/10-9,1403.6168,2,2,1
50704,25/10-9,1403.7688,2,2,1
50705,25/10-9,1403.9208,2,2,1
50706,25/10-9,1404.0728,2,2,1
50707,25/10-9,1404.2248,2,2,1
50708,25/10-9,1404.3768,2,2,1
50709,25/10-9,1404.5288,2,2,1
50710,25/10-9,1404.6808,2,2,1
50711,25/10-9,1404.8328,2,2,1
50712,25/10-9,1404.9848,2,2,1
50713,25/10-9,1405.1368,2,2,1
50714,25/10-9,1405.2888,2,2,1
50715,25/10-9,1405.4408,2,2,1
50716,25/10-9,1405.5928,2,2,1
50717,25/10-9,1405.7448,2,2,1
50718,25/10-9,1405.8968,2,2,1
50719,25/10-9,1406.0488,2,2,1
50720,25/10-9,1406.2008,2,2,1
50721,25/10-9,1406.3528,2,2,1
50722,25/10-9,1406.5048,2,2,1
50723,25/10-9,1406.6568,2,2,1
50724,25/10-9,1406.8088,2,2,1
50725,25/10-9,1406.9608,2,2,1
50726,25/10-9,1407.1128,2,2,1
50727,25/10-9,1407.2648,2,2,1
50728,25/10-9,1407.4168,2,2,1
50729,25/10-9,1407.5688,2,2,1
50730,25/10-9,1407.7208,2,2,1
50731,25/10-9,1407.8728,2,2,1
50732,25/10-9,1408.0248,2,2,1
50733,25/10-9,1408.1768,2,2,1
50734,25/10-9,1408.3288,2,2,1
50735,25/10-9,1408.4808,2,2,1
50736,25/10-9,1408.6328,2,2,1
50737,25/10-9,1408.7848,2,2,1
50738,25/10-9,1408.9368,2,2,1
50739,25/10-9,1409.0888,2,2,1
50740,25/10-9,1409.2408,2,2,1
50741,25/10-9,1409.3928,2,2,1
50742,25/10-9,1409.5448,2,2,1
50743,25/10-9,1409.6968,2,2,1
50744,25/10-9,1409.8488,2,2,1
50745,25/10-9,1410.0008,2,2,1
50746,25/10-9,1410.1528,2,2,1
50747,25/10-9,1410.3048,2,2,1
50748,25/10-9,1410.4568,2,2,1
50749,25/10-9,1410.6088,2,2,1
50750,25/10-9,1410.7608,2,2,1
50751,25/10-9,1410.9128,2,2,1
50752,25/10-9,1411.0648,2,2,1
50753,25/10-9,1411.2168,2,2,1
50754,25/10-9,1411.3688,2,2,1
50755,25/10-9,1411.5208,2,2,1
50756,25/10-9,1411.6728,2,2,1
50757,25/10-9,1411.8248,2,2,1
50758,25/10-9,1411.9768,2,2,1
50759,25/10-9,1412.1288,2,2,1
50760,25/10-9,1412.2808,2,2,1
50761,25/10-9,1412.4328,2,2,1
50762,25/10-9,1412.5848,2,2,1
50763,25/10-9,1412.7368,2,2,1
50764,25/10-9,1412.8888,2,2,1
50765,25/10-9,1413.0408,2,2,1
50766,25/10-9,1413.1928,2,2,1
50767,25/10-9,1413.3448,2,2,1
50768,25/10-9,1413.4968,2,2,1
50769,25/10-9,1413.6488,2,2,1
50770,25/10-9,1413.8008,2,2,1
50771,25/10-9,1413.9528,2,2,1
50772,25/10-9,1414.1048,2,2,1
50773,25/10-9,1414.2568,2,2,1
50774,25/10-9,1414.4088,2,2,1
50775,25/10-9,1414.5608,2,2,1
50776,25/10-9,1414.7128,2,2,1
50777,25/10-9,1414.8648,2,2,1
50778,25/10-9,1415.0168,2,2,1
50779,25/10-9,1415.1688,2,2,1
50780,25/10-9,1415.3208,2,2,1
50781,25/10-9,1415.4728,2,2,1
50782,25/10-9,1415.6248,2,2,1
50783,25/10-9,1415.7768,2,2,1
50784,25/10-9,1415.9288,2,2,1
50785,25/10-9,1416.0808,2,2,1
50786,25/10-9,1416.2328,2,2,1
50787,25/10-9,1416.3848,2,2,1
50788,25/10-9,1416.5368,2,2,1
50789,25/10-9,1416.6888,2,2,1
50790,25/10-9,1416.8408,2,2,1
50791,25/10-9,1416.9928,2,2,1
50792,25/10-9,1417.1448,2,2,1
50793,25/10-9,1417.2968,2,2,1
50794,25/10-9,1417.4488,2,2,1
50795,25/10-9,1417.6008,2,2,1
50796,25/10-9,1417.7528,2,2,1
50797,25/10-9,1417.9048,2,2,1
50798,25/10-9,1418.0568,2,2,1
50799,25/10-9,1418.2088,2,2,1
50800,25/10-9,1418.3608,2,2,1
50801,25/10-9,1418.5128,2,2,1
50802,25/10-9,1418.6648,2,2,1
50803,25/10-9,1418.8168,2,2,1
50804,25/10-9,1418.9688,2,2,1
50805,25/10-9,1419.1208,2,2,1
50806,25/10-9,1419.2728,2,2,1
50807,25/10-9,1419.4248,2,2,1
50808,25/10-9,1419.5768,2,2,1
50809,25/10-9,1419.7288,2,2,1
50810,25/10-9,1419.8808,2,2,1
50811,25/10-9,1420.0328,2,2,1
50812,25/10-9,1420.1848,2,2,1
50813,25/10-9,1420.3368,2,2,1
50814,25/10-9,1420.4888,2,2,1
50815,25/10-9,1420.6408,2,2,1
50816,25/10-9,1420.7928,2,2,1
50817,25/10-9,1420.9448,2,2,1
50818,25/10-9,1421.0968,2,2,1
50819,25/10-9,1421.2488,2,2,1
50820,25/10-9,1421.4008,2,2,1
50821,25/10-9,1421.5528,2,2,1
50822,25/10-9,1421.7048,2,2,1
50823,25/10-9,1421.8568,2,2,1
50824,25/10-9,1422.0088,2,2,1
50825,25/10-9,1422.1608,2,2,1
50826,25/10-9,1422.3128,2,2,1
50827,25/10-9,1422.4648,2,2,1
50828,25/10-9,1422.6168,2,2,1
50829,25/10-9,1422.7688,2,2,1
50830,25/10-9,1422.9208,2,2,1
50831,25/10-9,1423.0728,2,2,1
50832,25/10-9,1423.2248,2,2,1
50833,25/10-9,1423.3768,2,2,1
50834,25/10-9,1423.5288,2,2,1
50835,25/10-9,1423.6808,2,2,1
50836,25/10-9,1423.8328,2,2,1
50837,25/10-9,1423.9848,2,2,1
50838,25/10-9,1424.1368,2,2,1
50839,25/10-9,1424.2888,2,2,1
50840,25/10-9,1424.4408,2,2,1
50841,25/10-9,1424.5928,2,2,1
50842,25/10-9,1424.7448,2,2,1
50843,25/10-9,1424.8968,2,2,1
50844,25/10-9,1425.0488,2,2,1
50845,25/10-9,1425.2008,2,2,1
50846,25/10-9,1425.3528,2,2,1
50847,25/10-9,1425.5048,2,2,1
50848,25/10-9,1425.6568,2,2,1
50849,25/10-9,1425.8088,2,2,1
50850,25/10-9,1425.9608,2,2,1
50851,25/10-9,1426.1128,1,2,0
50852,25/10-9,1426.2648,1,2,0
50853,25/10-9,1426.4168,1,2,0
50854,25/10-9,1426.5688,1,2,0
50855,25/10-9,1426.7208,1,2,0
50856,25/10-9,1426.8728,2,2,1
50857,25/10-9,1427.0248,2,2,1
50858,25/10-9,1427.1768,2,2,1
50859,25/10-9,1427.3288,2,2,1
50860,25/10-9,1427.4808,2,2,1
50861,25/10-9,1427.6328,2,2,1
50862,25/10-9,1427.7848,2,2,1
50863,25/10-9,1427.9368,2,2,1
50864,25/10-9,1428.0888,2,2,1
50865,25/10-9,1428.2408,2,2,1
50866,25/10-9,1428.3928,2,2,1
50867,25/10-9,1428.5448,2,2,1
50868,25/10-9,1428.6968,2,2,1
50869,25/10-9,1428.8488,2,2,1
50870,25/10-9,1429.0008,2,2,1
50871,25/10-9,1429.1528,2,2,1
50872,25/10-9,1429.3048,2,2,1
50873,25/10-9,1429.4568,2,2,1
50874,25/10-9,1429.6088,2,2,1
50875,25/10-9,1429.7608,2,2,1
50876,25/10-9,1429.9128,2,2,1
50877,25/10-9,1430.0648,2,2,1
50878,25/10-9,1430.2168,2,2,1
50879,25/10-9,1430.3688,2,2,1
50880,25/10-9,1430.5208,2,2,1
50881,25/10-9,1430.6728,2,2,1
50882,25/10-9,1430.8248,2,2,1
50883,25/10-9,1430.9768,2,2,1
50884,25/10-9,1431.1288,2,2,1
50885,25/10-9,1431.2808,2,2,1
50886,25/10-9,1431.4328,2,2,1
50887,25/10-9,1431.5848,2,2,1
50888,25/10-9,1431.7368,2,2,1
50889,25/10-9,1431.8888,2,2,1
50890,25/10-9,1432.0408,2,2,1
50891,25/10-9,1432.1928,2,2,1
50892,25/10-9,1432.3448,2,2,1
50893,25/10-9,1432.4968,2,2,1
50894,25/10-9,1432.6488,2,2,1
50895,25/10-9,1432.8008,2,2,1
50896,25/10-9,1432.9528,2,2,1
50897,25/10-9,1433.1048,2,2,1
50898,25/10-9,1433.2568,2,2,1
50899,25/10-9,1433.4088,2,2,1
50900,25/10-9,1433.5608,2,2,1
